,rat,alt,opt
0,-755.5715807822623,-0.18867921313393266,1.7511287498228514
1,-755.5715807822623,-0.18867921313393266,1.7511287498228514
2,-755.5715807822623,-0.18867921313393266,1.7511287498228514
3,-755.5715807822623,-0.18867921313393266,1.7511287498228514
4,-755.5715807822623,-0.18867921313393266,1.7511287498228514
5,-755.5715807822623,-0.18867921313393266,1.7511287498228514
6,-755.5715807822623,-0.18867921313393266,1.7511287498228514
7,-755.5715807822623,-0.18867921313393266,1.7511287498228514
8,-755.5715807822623,-0.18867921313393266,1.7511287498228514
9,-755.5715807822623,-0.18867921313393266,1.7511287498228514
10,-659.0004402314711,-1.1894730908646087,2.7608943710321676
11,-659.0004402314711,-1.1894730908646087,2.7608943710321676
12,-659.0004402314711,-1.1894730908646087,2.7608943710321676
13,-659.0004402314711,-1.1894730908646087,2.7608943710321676
14,-659.0004402314711,-1.1894730908646087,2.7608943710321676
15,-659.0004402314711,-1.1894730908646087,2.7608943710321676
16,-659.0004402314711,-1.1894730908646087,2.7608943710321676
17,-659.0004402314711,-1.1894730908646087,2.7608943710321676
18,-659.0004402314711,-1.1894730908646087,2.7608943710321676
19,-659.0004402314711,-1.1894730908646087,2.7608943710321676
20,-148.28008259727613,-1.6981607982505906,4.376228108233406
21,-148.28008259727613,-1.6981607982505906,4.376228108233406
22,-148.28008259727613,-1.6981607982505906,4.376228108233406
23,-148.28008259727613,-1.6981607982505906,4.376228108233406
24,-148.28008259727613,-1.6981607982505906,4.376228108233406
25,-148.28008259727613,-1.6981607982505906,4.376228108233406
26,-148.28008259727613,-1.6981607982505906,4.376228108233406
27,-148.28008259727613,-1.6981607982505906,4.376228108233406
28,-148.28008259727613,-1.6981607982505906,4.376228108233406
29,-148.28008259727613,-1.6981607982505906,4.376228108233406
30,-726.2250537205033,2.747534213214083,2.747534213214083
31,-726.2250537205033,2.747534213214083,2.747534213214083
32,-726.2250537205033,2.747534213214083,2.747534213214083
33,-726.2250537205033,2.747534213214083,2.747534213214083
34,-726.2250537205033,2.747534213214083,2.747534213214083
35,-726.2250537205033,2.747534213214083,2.747534213214083
36,-726.2250537205033,2.747534213214083,2.747534213214083
37,-726.2250537205033,2.747534213214083,2.747534213214083
38,-726.2250537205033,2.747534213214083,2.747534213214083
39,-726.2250537205033,2.747534213214083,2.747534213214083
40,-14.614454788583863,1.059546114582162,4.1508566570416425
41,-14.614454788583863,1.059546114582162,4.1508566570416425
42,-14.614454788583863,1.059546114582162,4.1508566570416425
43,-14.614454788583863,1.059546114582162,4.1508566570416425
44,-14.614454788583863,1.059546114582162,4.1508566570416425
45,-14.614454788583863,1.059546114582162,4.1508566570416425
46,-14.614454788583863,1.059546114582162,4.1508566570416425
47,-14.614454788583863,1.059546114582162,4.1508566570416425
48,-14.614454788583863,1.059546114582162,4.1508566570416425
49,-4.023336916054428,1.059546114582162,4.1508566570416425
50,2.6523350620801063,4.755585916617472,4.755585916617472
51,2.6523350620801063,4.755585916617472,4.755585916617472
52,2.6523350620801063,4.755585916617472,4.755585916617472
53,2.6523350620801063,4.755585916617472,4.755585916617472
54,2.6523350620801063,4.755585916617472,4.755585916617472
55,2.6523350620801063,4.755585916617472,4.755585916617472
56,2.6523350620801063,4.755585916617472,4.755585916617472
57,2.6523350620801063,4.755585916617472,4.755585916617472
58,2.6523350620801063,4.755585916617472,4.755585916617472
59,2.6523350620801063,4.755585916617472,4.755585916617472
60,-9.342766366792318,-0.00034957564391091545,2.65322914228892
61,-9.342766366792318,-0.00034957564391091545,2.65322914228892
62,-9.342766366792318,-0.00034957564391091545,2.65322914228892
63,-9.342766366792318,-0.00034957564391091545,2.65322914228892
64,-9.342766366792318,-0.00034957564391091545,2.65322914228892
65,-9.342766366792318,-0.00034957564391091545,2.65322914228892
66,-9.342766366792318,-0.00034957564391091545,2.65322914228892
67,-9.342766366792318,-0.00034957564391091545,2.65322914228892
68,-9.342766366792318,-0.00034957564391091545,2.65322914228892
69,-9.342766366792318,-0.00034957564391091545,2.65322914228892
70,-73.36936196494703,3.1474263315615394,3.1474263315615394
71,-73.36936196494703,3.1474263315615394,3.1474263315615394
72,-73.36936196494703,3.1474263315615394,3.1474263315615394
73,-73.36936196494703,3.1474263315615394,3.1474263315615394
74,-73.36936196494703,3.1474263315615394,3.1474263315615394
75,-73.36936196494703,3.1474263315615394,3.1474263315615394
76,-73.36936196494703,3.1474263315615394,3.1474263315615394
77,-73.36936196494703,3.1474263315615394,3.1474263315615394
78,-73.36936196494703,3.1474263315615394,3.1474263315615394
79,-73.36936196494703,3.1474263315615394,3.1474263315615394
80,-35.423056110710114,4.332303377772959,4.471679404048446
81,-35.423056110710114,4.332303377772959,4.471679404048446
82,-35.423056110710114,4.332303377772959,4.471679404048446
83,-35.423056110710114,4.332303377772959,4.471679404048446
84,-35.423056110710114,4.332303377772959,4.471679404048446
85,-35.423056110710114,4.332303377772959,4.471679404048446
86,-35.423056110710114,4.332303377772959,4.471679404048446
87,-35.423056110710114,4.332303377772959,4.471679404048446
88,-35.423056110710114,4.332303377772959,4.471679404048446
89,-35.423056110710114,4.332303377772959,4.471679404048446
90,-4619.764614719593,-0.6606866679889699,2.878184627434005
91,-4619.764614719593,-0.6606866679889699,2.878184627434005
92,-4619.764614719593,-0.6606866679889699,2.878184627434005
93,-4619.764614719593,-0.6606866679889699,2.878184627434005
94,-4619.764614719593,-0.6606866679889699,2.878184627434005
95,-4619.764614719593,-0.6606866679889699,2.878184627434005
96,-4619.764614719593,-0.6606866679889699,2.878184627434005
97,-4619.764614719593,-0.6606866679889699,2.878184627434005
98,-4619.764614719593,-0.6606866679889699,2.878184627434005
99,-4619.764614719593,-0.6606866679889699,2.878184627434005
